operaciones_ult_12m;gastos_ult_12m;limite_credito_tc;antiguedad_cliente;tasa_interes;ingresos;pct_ingreso;antiguedad_empleado;edad;estado_civil_N;estado_credito_N;importe_solicitado;duracion_credito;situacion_vivienda;objetivo_credito;falta_pago;estado_cliente;genero;nivel_educativo;personas_a_cargo
75_a_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;8000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;10000;2;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;7750;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;1.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;menor_10;menor_25;C;P;8000;3;ALQUILER;INVERSIONES;Y;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0
75_a_100;mayor_10k;5k_a_10k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;menor_10;25_a_30;C;P;8000;2;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;C;8000;3;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0
50_a_75;8k_a_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;D;P;18000;3;HIPOTECA;INVERSIONES;Y;PASIVO;M;DESCONOCIDO;4.0
75_a_100;mayor_10k;mayor_10k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;1500;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
50_a_75;6k_a_8k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;C;P;8000;3;ALQUILER;SALUD;Y;PASIVO;F;SECUNDARIO_COMPLETO;2.0
75_a_100;mayor_10k;mayor_10k;2y_a_4y;hasta_7p;50k_a_100k;20_a_40;5_a_10;menor_25;S;P;17000;3;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;DESCONOCIDO;5.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;N;P;8000;2;ALQUILER;INVERSIONES;Y;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0
75_a_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;8000;3;ALQUILER;INVERSIONES;N;ACTIVO;M;POSGRADO_INCOMPLETO;3.0
mayor_100;mayor_10k;mayor_10k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;S;P;10000;2;HIPOTECA;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
50_a_75;8k_a_10k;mayor_10k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;C;8000;4;ALQUILER;MEJORAS_HOGAR;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;2.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;N;C;2000;3;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;POSGRADO_INCOMPLETO;5.0
75_a_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;25_a_30;S;P;20000;4;HIPOTECA;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0
75_a_100;mayor_10k;5k_a_10k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;2100;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;C;10000;4;HIPOTECA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
75_a_100;mayor_10k;mayor_10k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;5_a_10;menor_25;N;C;8000;4;ALQUILER;SALUD;N;ACTIVO;M;DESCONOCIDO;3.0
50_a_75;mayor_10k;mayor_10k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;N;P;8000;3;ALQUILER;PERSONAL;Y;PASIVO;M;UNIVERSITARIO_INCOMPLETO;2.0
75_a_100;mayor_10k;mayor_10k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;D;P;6000;4;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;0.0
50_a_75;8k_a_10k;mayor_10k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;N;P;8000;2;ALQUILER;MEJORAS_HOGAR;Y;PASIVO;M;SECUNDARIO_COMPLETO;3.0
mayor_100;mayor_10k;3k_a_5k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;S;P;10000;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;DESCONOCIDO;1.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;11200;4;HIPOTECA;INVERSIONES;N;ACTIVO;M;POSGRADO_INCOMPLETO;0.0
75_a_100;mayor_10k;5k_a_10k;menor_2y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;N;C;18000;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
50_a_75;8k_a_10k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;8000;2;ALQUILER;EDUCACIÓN;Y;PASIVO;F;POSGRADO_COMPLETO;3.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;S;P;8000;3;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
75_a_100;mayor_10k;5k_a_10k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;5000;4;HIPOTECA;INVERSIONES;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;S;P;8000;2;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;4.0
75_a_100;mayor_10k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;3500;4;PROPIA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
75_a_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;10000;2;HIPOTECA;SALUD;N;ACTIVO;M;DESCONOCIDO;2.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;6000;4;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;POSGRADO_COMPLETO;0.0
75_a_100;8k_a_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;5000;3;HIPOTECA;INVERSIONES;Y;PASIVO;M;UNIVERSITARIO_INCOMPLETO;4.0
mayor_100;mayor_10k;3k_a_5k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;C;C;8000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0
50_a_75;8k_a_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;S;P;8000;3;ALQUILER;EDUCACIÓN;N;PASIVO;M;UNIVERSITARIO_COMPLETO;1.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;15p_a_20p;50k_a_100k;20_a_40;5_a_10;menor_25;S;P;20000;2;HIPOTECA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;0.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;D;P;8000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;2.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;C;P;6500;3;HIPOTECA;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
mayor_100;mayor_10k;5k_a_10k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;10000;2;PROPIA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;8000;3;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0
75_a_100;8k_a_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;8000;3;ALQUILER;PAGO_DEUDAS;Y;PASIVO;F;DESCONOCIDO;2.0
50_a_75;6k_a_8k;3k_a_5k;2y_a_4y;15p_a_20p;50k_a_100k;20_a_40;5_a_10;menor_25;D;C;15000;4;HIPOTECA;SALUD;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;3.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;8000;4;ALQUILER;PERSONAL;N;ACTIVO;F;POSGRADO_INCOMPLETO;2.0
mayor_100;mayor_10k;5k_a_10k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;C;P;8000;3;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0
75_a_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;C;P;8000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
75_a_100;6k_a_8k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;7500;3;HIPOTECA;EDUCACIÓN;N;PASIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;6400;2;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;C;P;8000;3;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;D;P;9600;2;HIPOTECA;INVERSIONES;N;ACTIVO;F;SECUNDARIO_COMPLETO;0.0
75_a_100;8k_a_10k;3k_a_5k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;8000;4;ALQUILER;PERSONAL;N;PASIVO;M;UNIVERSITARIO_COMPLETO;4.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;N;P;8000;3;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;D;P;8000;3;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
75_a_100;mayor_10k;3k_a_5k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;C;P;8000;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;3000;3;HIPOTECA;SALUD;N;ACTIVO;F;DESCONOCIDO;2.0
75_a_100;6k_a_8k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;N;P;8000;4;ALQUILER;EDUCACIÓN;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;2.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;S;C;8000;4;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;D;C;8000;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;DESCONOCIDO;2.0
mayor_100;mayor_10k;3k_a_5k;menor_2y;15p_a_20p;50k_a_100k;hasta_20;menor_10;25_a_30;S;C;8000;2;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
50_a_75;6k_a_8k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;mayor_10;25_a_30;S;P;8000;3;ALQUILER;PAGO_DEUDAS;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;4.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;C;6000;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
mayor_100;mayor_10k;3k_a_5k;menor_2y;15p_a_20p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;8000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;F;POSGRADO_INCOMPLETO;1.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;S;P;4000;2;HIPOTECA;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0
50_a_75;6k_a_8k;mayor_10k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;5_a_10;25_a_30;N;P;8000;3;ALQUILER;PERSONAL;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;3.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;8000;4;ALQUILER;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
mayor_100;mayor_10k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;S;C;15000;2;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0
75_a_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;9600;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;POSGRADO_INCOMPLETO;2.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;hasta_7p;mayor_100k;hasta_20;5_a_10;25_a_30;C;P;8000;3;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;3.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;mayor_10;25_a_30;S;P;15000;4;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;F;POSGRADO_COMPLETO;0.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;3600;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;0.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;10000;4;HIPOTECA;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;C;8000;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;SECUNDARIO_COMPLETO;4.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;C;P;9600;4;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;5_a_10;menor_25;C;P;8000;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0
75_a_100;mayor_10k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;1600;4;HIPOTECA;PERSONAL;N;ACTIVO;M;POSGRADO_INCOMPLETO;3.0
mayor_100;mayor_10k;3k_a_5k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;6000;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;mayor_10;25_a_30;C;C;8000;3;ALQUILER;SALUD;Y;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;5_a_10;menor_25;S;P;8000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;15p_a_20p;50k_a_100k;20_a_40;menor_10;25_a_30;S;P;18000;3;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;hasta_7p;mayor_100k;hasta_20;5_a_10;menor_25;N;P;8000;3;ALQUILER;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;menor_10;25_a_30;C;P;8000;4;ALQUILER;INVERSIONES;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0
75_a_100;6k_a_8k;3k_a_5k;2y_a_4y;15p_a_20p;50k_a_100k;20_a_40;5_a_10;menor_25;S;C;12000;2;HIPOTECA;PAGO_DEUDAS;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;4.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;15p_a_20p;mayor_100k;hasta_20;5_a_10;menor_25;C;P;8000;3;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;15p_a_20p;mayor_100k;hasta_20;menor_10;menor_25;S;C;8000;2;ALQUILER;PERSONAL;Y;ACTIVO;M;DESCONOCIDO;4.0
75_a_100;mayor_10k;3k_a_5k;2y_a_4y;15p_a_20p;mayor_100k;hasta_20;5_a_10;25_a_30;S;C;8000;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;DESCONOCIDO;4.0
50_a_75;6k_a_8k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;10000;4;HIPOTECA;SALUD;N;PASIVO;M;UNIVERSITARIO_COMPLETO;3.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;40_a_60;5_a_10;menor_25;C;P;29800;3;PROPIA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;25_a_30;C;P;21650;4;HIPOTECA;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;5_a_10;menor_25;D;P;8000;4;ALQUILER;EDUCACIÓN;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;1.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;menor_10;25_a_30;S;P;8000;3;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;4.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;menor_10;25_a_30;C;P;8000;3;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0
75_a_100;8k_a_10k;mayor_10k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;menor_10;menor_25;S;P;8000;3;ALQUILER;PERSONAL;N;PASIVO;M;DESCONOCIDO;2.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;D;P;7200;4;HIPOTECA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
mayor_100;mayor_10k;mayor_10k;mayor_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;4000;4;HIPOTECA;PERSONAL;N;ACTIVO;F;DESCONOCIDO;1.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;menor_10;menor_25;S;P;8000;3;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;7000;4;HIPOTECA;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0
75_a_100;mayor_10k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;C;8400;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;15p_a_20p;50k_a_100k;40_a_60;5_a_10;menor_25;C;C;25000;3;HIPOTECA;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;15p_a_20p;mayor_100k;hasta_20;5_a_10;menor_25;C;C;8000;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;9500;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0
75_a_100;8k_a_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;2400;2;HIPOTECA;EDUCACIÓN;Y;PASIVO;M;UNIVERSITARIO_INCOMPLETO;2.0
75_a_100;6k_a_8k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;C;P;12600;2;HIPOTECA;INVERSIONES;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;2.0
mayor_100;mayor_10k;mayor_10k;menor_2y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;25_a_30;S;P;12500;3;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0
75_a_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;S;P;2000;4;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
50_a_75;8k_a_10k;5k_a_10k;2y_a_4y;15p_a_20p;mayor_100k;hasta_20;menor_10;25_a_30;D;C;8000;4;ALQUILER;PERSONAL;Y;PASIVO;F;POSGRADO_INCOMPLETO;3.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;C;C;8050;2;ALQUILER;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;4.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;8050;2;ALQUILER;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;8075;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;8075;3;ALQUILER;PERSONAL;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;8100;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;0.0
50_a_75;8k_a_10k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;C;C;8125;3;ALQUILER;EDUCACIÓN;N;PASIVO;M;DESCONOCIDO;2.0
50_a_75;6k_a_8k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;C;P;8000;2;HIPOTECA;MEJORAS_HOGAR;N;PASIVO;M;UNIVERSITARIO_COMPLETO;3.0
mayor_100;mayor_10k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;C;P;8125;3;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
50_a_75;6k_a_8k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;C;P;5000;3;HIPOTECA;EDUCACIÓN;Y;PASIVO;M;DESCONOCIDO;2.0
mayor_100;mayor_10k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;S;P;13200;3;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;D;P;23525;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
mayor_100;mayor_10k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;8150;4;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0
50_a_75;6k_a_8k;mayor_10k;menor_2y;15p_a_20p;50k_a_100k;hasta_20;menor_10;menor_25;C;C;8150;3;ALQUILER;PAGO_DEUDAS;Y;PASIVO;F;DESCONOCIDO;2.0
